Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)		Begin Path	File Offset (s)	Begin File	Site	hour	fileDate	date(raven)	Tag 1	Tag 2	notes	Analyst	Begin Path (old)
301	Spectrogram 1	1	8448526.622	8448528.821	29	43.4		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180724_000000.wav	73476.149	nn06e_20180724_000000.wav	nn06e	20	24-Jul-18	24-Jul-18				sl	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06e_201804_apr\nn06e_20180724_000000.wav
302	Spectrogram 1	1	8448539.74	8448543.318	26.7	54.6		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180724_000000.wav	73489.267	nn06e_20180724_000000.wav	nn06e	20	24-Jul-18	24-Jul-18			marginal	sl	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06e_201804_apr\nn06e_20180724_000000.wav
303	Spectrogram 1	1	8448546.709	8448551.367	25.6	46.8		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180724_000000.wav	73496.236	nn06e_20180724_000000.wav	nn06e	20	24-Jul-18	24-Jul-18				sl	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06e_201804_apr\nn06e_20180724_000000.wav
304	Spectrogram 1	1	8448553.231	8448557.032	27.8	50.1		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180724_000000.wav	73502.758	nn06e_20180724_000000.wav	nn06e	20	24-Jul-18	24-Jul-18				sl	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06e_201804_apr\nn06e_20180724_000000.wav
305	Spectrogram 1	1	8448568.585	8448572.312	23.4	47.9		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180724_000000.wav	73518.112	nn06e_20180724_000000.wav	nn06e	20	24-Jul-18	24-Jul-18				sl	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06e_201804_apr\nn06e_20180724_000000.wav
306	Spectrogram 1	1	8448578.349	8448580.734	25.6	49		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180724_000000.wav	73527.876	nn06e_20180724_000000.wav	nn06e	20	24-Jul-18	24-Jul-18				sl	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06e_201804_apr\nn06e_20180724_000000.wav
307	Spectrogram 1	1	8448600.299	8448602.2	23.4	54.6		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180724_000000.wav	73549.826	nn06e_20180724_000000.wav	nn06e	20	24-Jul-18	24-Jul-18				sl	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06e_201804_apr\nn06e_20180724_000000.wav
308	Spectrogram 1	1	8448609.355	8448612.374	24.5	51.2		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180724_000000.wav	73558.882	nn06e_20180724_000000.wav	nn06e	20	24-Jul-18	24-Jul-18				sl	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06e_201804_apr\nn06e_20180724_000000.wav
309	Spectrogram 1	1	8448644.162	8448646.696	23.4	51.2		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180724_000000.wav	73593.689	nn06e_20180724_000000.wav	nn06e	20	24-Jul-18	24-Jul-18				sl	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06e_201804_apr\nn06e_20180724_000000.wav
310	Spectrogram 1	1	8448651.802	8448653.628	23.4	41.2		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180724_000000.wav	73601.329	nn06e_20180724_000000.wav	nn06e	20	24-Jul-18	24-Jul-18				sl	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06e_201804_apr\nn06e_20180724_000000.wav
311	Spectrogram 1	1	8448744.075	8448748.286	27.8	214.9		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180724_000000.wav	73693.602	nn06e_20180724_000000.wav	nn06e	20	24-Jul-18	24-Jul-18				sl	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06e_201804_apr\nn06e_20180724_000000.wav
312	Spectrogram 1	1	8448750.858	8448752.386	36.7	200.4		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180724_000000.wav	73700.385	nn06e_20180724_000000.wav	nn06e	20	24-Jul-18	24-Jul-18				sl	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06e_201804_apr\nn06e_20180724_000000.wav
313	Spectrogram 1	1	8448760.697	8448763.157	17.8	202.7		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180724_000000.wav	73710.224	nn06e_20180724_000000.wav	nn06e	20	24-Jul-18	24-Jul-18				sl	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06e_201804_apr\nn06e_20180724_000000.wav
314	Spectrogram 1	1	8448834.001	8448836.014	24.5	44.5		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180724_000000.wav	73783.528	nn06e_20180724_000000.wav	nn06e	20	24-Jul-18	24-Jul-18				sl	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06e_201804_apr\nn06e_20180724_000000.wav
315	Spectrogram 1	1	8448848.498	8448850.287	34.5	62.4		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180724_000000.wav	73798.025	nn06e_20180724_000000.wav	nn06e	20	24-Jul-18	24-Jul-18				sl	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06e_201804_apr\nn06e_20180724_000000.wav
316	Spectrogram 1	1	8448852.895	8448855.839	31.2	61.2		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180724_000000.wav	73802.422	nn06e_20180724_000000.wav	nn06e	20	24-Jul-18	24-Jul-18				sl	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06e_201804_apr\nn06e_20180724_000000.wav
317	Spectrogram 1	1	8512655.702	8512662.224	16.3	30.2		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180906_000000.wav	51264.112	nn06e_20180906_000000.wav	nn06e	14	6-Sep-18	6-Sep-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06e_201804_apr\nn06e_20180906_000000.wav
318	Spectrogram 1	1	8512683.279	8512687.304	16.3	30.2		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180906_000000.wav	51291.689	nn06e_20180906_000000.wav	nn06e	14	6-Sep-18	6-Sep-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06e_201804_apr\nn06e_20180906_000000.wav
319	Spectrogram 1	1	8512691.217	8512696.658	18.6	32.6		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180906_000000.wav	51299.627	nn06e_20180906_000000.wav	nn06e	14	6-Sep-18	6-Sep-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06e_201804_apr\nn06e_20180906_000000.wav
320	Spectrogram 1	1	8512721.515	8512725.093	17.4	30.2		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180906_000000.wav	51329.925	nn06e_20180906_000000.wav	nn06e	14	6-Sep-18	6-Sep-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06e_201804_apr\nn06e_20180906_000000.wav
321	Spectrogram 1	1	8512780.845	8512784.46	15.1	30.2		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180906_000000.wav	51389.255	nn06e_20180906_000000.wav	nn06e	14	6-Sep-18	6-Sep-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06e_201804_apr\nn06e_20180906_000000.wav
322	Spectrogram 1	1	8512867.342	8512873.342	17.4	32.6		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180906_000000.wav	51475.752	nn06e_20180906_000000.wav	nn06e	14	6-Sep-18	6-Sep-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06e_201804_apr\nn06e_20180906_000000.wav
323	Spectrogram 1	1	8512968.633	8512975.08	19.8	187.297		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180906_000000.wav	51577.043	nn06e_20180906_000000.wav	nn06e	14	6-Sep-18	6-Sep-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06e_201804_apr\nn06e_20180906_000000.wav
324	Spectrogram 1	1	8513038.77	8513043.354	14	162.703		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180906_000000.wav	51647.18	nn06e_20180906_000000.wav	nn06e	14	6-Sep-18	6-Sep-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06e_201804_apr\nn06e_20180906_000000.wav
325	Spectrogram 1	1	8513119.267	8513127.056	14	186.667		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180906_000000.wav	51727.677	nn06e_20180906_000000.wav	nn06e	14	6-Sep-18	6-Sep-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06e_201804_apr\nn06e_20180906_000000.wav
326	Spectrogram 1	1	8513625.205	8513630.46	18.6	49.82		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180906_000000.wav	52233.615	nn06e_20180906_000000.wav	nn06e	14	6-Sep-18	6-Sep-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06e_201804_apr\nn06e_20180906_000000.wav
327	Spectrogram 1	1	8513691.466	8513694.799	18.6	51.081		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180906_000000.wav	52299.876	nn06e_20180906_000000.wav	nn06e	14	6-Sep-18	6-Sep-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06e_201804_apr\nn06e_20180906_000000.wav
328	Spectrogram 1	1	8513787.13	8513792.907	18.6	31.4		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180906_000000.wav	52395.54	nn06e_20180906_000000.wav	nn06e	14	6-Sep-18	6-Sep-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06e_201804_apr\nn06e_20180906_000000.wav
329	Spectrogram 1	1	8514043.192	8514048.559	20.9	37.2		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20180906_000000.wav	52651.602	nn06e_20180906_000000.wav	nn06e	14	6-Sep-18	6-Sep-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06e_201804_apr\nn06e_20180906_000000.wav
330	Spectrogram 1	1	5293106.802	5293114.516	15.2	50.2		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20181228_000000.wav	18896.1614	nn06e_20181228_000000.wav	nn06e	5	28-Dec-18	28-Dec-18				jll	L:\ELP\Projects\Nouabale\nn_sounds\nn_201809_sep\nn06e_201809_sep\nn06e_20181228_000000.wav
331	Spectrogram 1	1	5456030.783	5456032.795	5.7	27.1		L:\ELP\Projects\Nouabale\nn_sounds\nn06e\nn06e_20190219_000000.wav	9138.9317	nn06e_20190219_000000.wav	nn06e	2	19-Feb-19	19-Feb-19			faint	yg	L:\ELP\Projects\Nouabale\nn_sounds\nn_201901_jan\nn06e_201901_jan\nn06e_20190219_000000.wav
332	Spectrogram 1	1	8604575.86	8604581.19	19.7	70.631		L:\ELP\Projects\Nouabale\nn_sounds\nn06f\nn06f_20180730_000000.wav	56843.665	nn06f_20180730_000000.wav	nn06f	15	30-Jul-18	30-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06f_201804_apr\nn06f_20180730_000000.wav
333	Spectrogram 1	1	8604640.592	8604643.76	24.4	38.3		L:\ELP\Projects\Nouabale\nn_sounds\nn06f\nn06f_20180730_000000.wav	56908.397	nn06f_20180730_000000.wav	nn06f	15	30-Jul-18	30-Jul-18			marginal	sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06f_201804_apr\nn06f_20180730_000000.wav
334	Spectrogram 1	1	8604642.009	8604643.761	34.8	45.2		L:\ELP\Projects\Nouabale\nn_sounds\nn06f\nn06f_20180730_000000.wav	56909.814	nn06f_20180730_000000.wav	nn06f	15	30-Jul-18	30-Jul-18			marginal	sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06f_201804_apr\nn06f_20180730_000000.wav
335	Spectrogram 1	1	8604663.624	8604667.649	20.9	40.6		L:\ELP\Projects\Nouabale\nn_sounds\nn06f\nn06f_20180730_000000.wav	56931.429	nn06f_20180730_000000.wav	nn06f	15	30-Jul-18	30-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06f_201804_apr\nn06f_20180730_000000.wav
336	Spectrogram 1	1	8604672.232	8604673.499	23.2	38.3		L:\ELP\Projects\Nouabale\nn_sounds\nn06f\nn06f_20180730_000000.wav	56940.037	nn06f_20180730_000000.wav	nn06f	15	30-Jul-18	30-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06f_201804_apr\nn06f_20180730_000000.wav
337	Spectrogram 1	1	8604679.089	8604684.158	19.7	38.3		L:\ELP\Projects\Nouabale\nn_sounds\nn06f\nn06f_20180730_000000.wav	56946.894	nn06f_20180730_000000.wav	nn06f	15	30-Jul-18	30-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06f_201804_apr\nn06f_20180730_000000.wav
338	Spectrogram 1	1	8604698.17	8604701.785	22	36		L:\ELP\Projects\Nouabale\nn_sounds\nn06f\nn06f_20180730_000000.wav	56965.975	nn06f_20180730_000000.wav	nn06f	15	30-Jul-18	30-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06f_201804_apr\nn06f_20180730_000000.wav
339	Spectrogram 1	1	8604758.729	8604760.965	22	42.9		L:\ELP\Projects\Nouabale\nn_sounds\nn06f\nn06f_20180730_000000.wav	57026.534	nn06f_20180730_000000.wav	nn06f	15	30-Jul-18	30-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06f_201804_apr\nn06f_20180730_000000.wav
340	Spectrogram 1	1	8604765.698	8604767.003	19.7	32.5		L:\ELP\Projects\Nouabale\nn_sounds\nn06f\nn06f_20180730_000000.wav	57033.503	nn06f_20180730_000000.wav	nn06f	15	30-Jul-18	30-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06f_201804_apr\nn06f_20180730_000000.wav
341	Spectrogram 1	1	8604773.114	8604775.611	25.5	38.3		L:\ELP\Projects\Nouabale\nn_sounds\nn06f\nn06f_20180730_000000.wav	57040.919	nn06f_20180730_000000.wav	nn06f	15	30-Jul-18	30-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06f_201804_apr\nn06f_20180730_000000.wav
342	Spectrogram 1	1	8604926.133	8604931.649	23.2	39.4		L:\ELP\Projects\Nouabale\nn_sounds\nn06f\nn06f_20180730_000000.wav	57193.938	nn06f_20180730_000000.wav	nn06f	15	30-Jul-18	30-Jul-18			marginal	sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06f_201804_apr\nn06f_20180730_000000.wav
343	Spectrogram 1	1	8604936.642	8604939.102	27.8	42.9		L:\ELP\Projects\Nouabale\nn_sounds\nn06f\nn06f_20180730_000000.wav	57204.447	nn06f_20180730_000000.wav	nn06f	15	30-Jul-18	30-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06f_201804_apr\nn06f_20180730_000000.wav
344	Spectrogram 1	1	8605245.996	8605249.201	17.4	32.5		L:\ELP\Projects\Nouabale\nn_sounds\nn06f\nn06f_20180730_000000.wav	57513.801	nn06f_20180730_000000.wav	nn06f	15	30-Jul-18	30-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06f_201804_apr\nn06f_20180730_000000.wav
345	Spectrogram 1	1	8605276.183	8605279.686	17.4	32.5		L:\ELP\Projects\Nouabale\nn_sounds\nn06f\nn06f_20180730_000000.wav	57543.988	nn06f_20180730_000000.wav	nn06f	15	30-Jul-18	30-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06f_201804_apr\nn06f_20180730_000000.wav
346	Spectrogram 1	1	8605328.021	8605329.549	25.5	39.4		L:\ELP\Projects\Nouabale\nn_sounds\nn06f\nn06f_20180730_000000.wav	57595.826	nn06f_20180730_000000.wav	nn06f	15	30-Jul-18	30-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06f_201804_apr\nn06f_20180730_000000.wav
347	Spectrogram 1	1	8605358.021	8605360.369	23.2	38.3		L:\ELP\Projects\Nouabale\nn_sounds\nn06f\nn06f_20180730_000000.wav	57625.826	nn06f_20180730_000000.wav	nn06f	16	30-Jul-18	30-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06f_201804_apr\nn06f_20180730_000000.wav
348	Spectrogram 1	1	8605367.301	8605371.736	24.4	38.3		L:\ELP\Projects\Nouabale\nn_sounds\nn06f\nn06f_20180730_000000.wav	57635.106	nn06f_20180730_000000.wav	nn06f	16	30-Jul-18	30-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06f_201804_apr\nn06f_20180730_000000.wav
349	Spectrogram 1	1	8605369.015	8605376.692	22	44.1		L:\ELP\Projects\Nouabale\nn_sounds\nn06f\nn06f_20180730_000000.wav	57636.82	nn06f_20180730_000000.wav	nn06f	16	30-Jul-18	30-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06f_201804_apr\nn06f_20180730_000000.wav
350	Spectrogram 1	1	8605377.4	8605378.593	25.5	39.4		L:\ELP\Projects\Nouabale\nn_sounds\nn06f\nn06f_20180730_000000.wav	57645.205	nn06f_20180730_000000.wav	nn06f	16	30-Jul-18	30-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06f_201804_apr\nn06f_20180730_000000.wav
351	Spectrogram 1	1	8605421.561	8605426.108	22	45.2		L:\ELP\Projects\Nouabale\nn_sounds\nn06f\nn06f_20180730_000000.wav	57689.366	nn06f_20180730_000000.wav	nn06f	16	30-Jul-18	30-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06f_201804_apr\nn06f_20180730_000000.wav
352	Spectrogram 1	1	8605426.369	8605430.431	17.4	38.3		L:\ELP\Projects\Nouabale\nn_sounds\nn06f\nn06f_20180730_000000.wav	57694.174	nn06f_20180730_000000.wav	nn06f	16	30-Jul-18	30-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06f_201804_apr\nn06f_20180730_000000.wav
353	Spectrogram 1	1	8605436.953	8605437.997	20.9	53.4		L:\ELP\Projects\Nouabale\nn_sounds\nn06f\nn06f_20180730_000000.wav	57704.758	nn06f_20180730_000000.wav	nn06f	16	30-Jul-18	30-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06f_201804_apr\nn06f_20180730_000000.wav
354	Spectrogram 1	1	8605446.046	8605448.394	23.2	41.8		L:\ELP\Projects\Nouabale\nn_sounds\nn06f\nn06f_20180730_000000.wav	57713.851	nn06f_20180730_000000.wav	nn06f	16	30-Jul-18	30-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06f_201804_apr\nn06f_20180730_000000.wav
355	Spectrogram 1	1	8605449.102	8605451.674	16.2	38.3		L:\ELP\Projects\Nouabale\nn_sounds\nn06f\nn06f_20180730_000000.wav	57716.907	nn06f_20180730_000000.wav	nn06f	16	30-Jul-18	30-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06f_201804_apr\nn06f_20180730_000000.wav
356	Spectrogram 1	1	8605513.909	8605515.288	25.5	42.9		L:\ELP\Projects\Nouabale\nn_sounds\nn06f\nn06f_20180730_000000.wav	57781.714	nn06f_20180730_000000.wav	nn06f	16	30-Jul-18	30-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06f_201804_apr\nn06f_20180730_000000.wav
357	Spectrogram 1	1	8605525.276	8605526.73	22	37.1		L:\ELP\Projects\Nouabale\nn_sounds\nn06f\nn06f_20180730_000000.wav	57793.081	nn06f_20180730_000000.wav	nn06f	16	30-Jul-18	30-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06f_201804_apr\nn06f_20180730_000000.wav
358	Spectrogram 1	1	8605567.127	8605569.177	19.7	38.3		L:\ELP\Projects\Nouabale\nn_sounds\nn06f\nn06f_20180730_000000.wav	57834.932	nn06f_20180730_000000.wav	nn06f	16	30-Jul-18	30-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06f_201804_apr\nn06f_20180730_000000.wav
359	Spectrogram 1	1	8605570.63	8605575.028	18.6	39.4		L:\ELP\Projects\Nouabale\nn_sounds\nn06f\nn06f_20180730_000000.wav	57838.435	nn06f_20180730_000000.wav	nn06f	16	30-Jul-18	30-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06f_201804_apr\nn06f_20180730_000000.wav
360	Spectrogram 1	1	8605594.071	8605600.258	19.7	36		L:\ELP\Projects\Nouabale\nn_sounds\nn06f\nn06f_20180730_000000.wav	57861.876	nn06f_20180730_000000.wav	nn06f	16	30-Jul-18	30-Jul-18				sag	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn06f_201804_apr\nn06f_20180730_000000.wav
361	Spectrogram 1	1	8794258.619	8794262.457	23.6	35.4		L:\ELP\Projects\Nouabale\nn_sounds\nn07a\nn07a_20180916_000000.wav	73843.677	nn07a_20180916_000000.wav	nn07a	20	16-Sep-18	16-Sep-18				sl	L:\ELP\Projects\Nouabale\nn_sounds\nn_201804_apr\nn07a_201804_apr\nn07a_20180916_000000.wav
